ats_vendor,access_tier,ats_slug,cohort_reason,sector,sector_source,sector_confidence,sector_note,naics2,nyc_count,ny_state_count,total_count,remote_us_count,is_recruiter,sample_url
greenhouse,1,picoquantitativetrading,threshold: 5+ nyc postings,software,agent,medium,"pico, capital markets tech infra",51,14,0,64,0,false,https://job-boards.greenhouse.io/picoquantitativetrading/jobs/4676076006
workday,1,wmeimg|wd1|wmegrp,threshold: 5+ nyc postings,media_advertising,agent,high,"known company, WME/Endeavor",51,14,0,63,0,false,https://wmeimg.wd1.myworkdayjobs.com/wmegrp/job/NY-New-York---11-Madison/Assistant--Business-Affairs_JR28724-3
workday,1,hl|wd1|lateral,threshold: 5+ nyc postings,fintech_finance,agent,high,"known company, Houlihan Lokey",52,14,0,56,0,false,https://hl.wd1.myworkdayjobs.com/lateral/job/New-York-NY-USA/Financial-Analyst---Capital-Solutions--Equity-Private-Placements-Team---New-York_R3485
greenhouse,1,physicsx,threshold: 5+ nyc postings,ai,agent,high,"known company, AI for engineering",54,14,14,48,0,false,https://job-boards.eu.greenhouse.io/physicsx/jobs/4913670101
workday,1,djeholdings|wd5|zenocareers,threshold: 5+ nyc postings,media_advertising,agent,high,"known company, Zeno PR agency",51,14,0,46,1,false,https://djeholdings.wd5.myworkdayjobs.com/zenocareers/job/New-York-New-York-USA/Account-Executive--Brand_JR103027
workday,1,commonpointqueens|wd12|cpq,threshold: 5+ nyc postings,nonprofit_social_services,agent,high,known community org,62,14,0,46,0,false,https://commonpointqueens.wd12.myworkdayjobs.com/cpq/job/Central-Queens/Administrative-Assistant_JR100461
greenhouse,1,hellotend,threshold: 5+ nyc postings,healthcare,agent,high,"known company, Tend dental",62,14,0,39,0,false,https://app.careerpuck.com/job-board/tend/job/5200853007?gh_jid=5200853007
paylocity,2,Happy Corner Hospitality,threshold: 5+ nyc postings,hospitality_food,agent,medium,titles: restaurant roles,72,14,0,36,0,false,https://recruiting.paylocity.com/recruiting/Jobs/Details/3932073
greenhouse,1,yext,threshold: 5+ nyc postings,software,agent,high,known company,51,14,0,35,0,false,https://job-boards.greenhouse.io/yext/jobs/8054682
greenhouse,1,baselayer,threshold: 5+ nyc postings,ai,agent,medium,agentic identity/KYB AI startup,54,14,0,33,2,false,https://job-boards.greenhouse.io/baselayer/jobs/5378875008
lever,1,h1,threshold: 5+ nyc postings,software,agent,medium,H1 healthcare data platform,51,14,14,33,6,false,https://jobs.lever.co/h1/50e68cfc-c91e-405e-b4b7-c03916133563
greenhouse,1,iconiq,threshold: 5+ nyc postings,fintech_finance,agent,high,"known company, ICONIQ Capital",52,14,0,32,0,false,https://job-boards.greenhouse.io/iconiq/jobs/7621809
greenhouse,1,ruelala,threshold: 5+ nyc postings,retail,agent,high,"known company, e-commerce",44,14,0,29,1,false,https://job-boards.greenhouse.io/ruelala/jobs/8103765
greenhouse,1,obexp,threshold: 5+ nyc postings,media_advertising,agent,medium,experiential events agency titles,51,14,1,26,0,false,https://job-boards.greenhouse.io/obexp/jobs/8780166002
greenhouse,1,breezecash,threshold: 5+ nyc postings,fintech_finance,agent,medium,"card issuing, finops titles",52,14,0,25,0,false,https://job-boards.greenhouse.io/breezecash/jobs/5414756008
greenhouse,1,recursionpharmaceuticals,threshold: 5+ nyc postings,biotech_pharma,agent,high,known company,32,14,0,24,3,false,https://job-boards.greenhouse.io/recursionpharmaceuticals/jobs/8096211
greenhouse,1,radar,threshold: 5+ nyc postings,software,agent,high,"known company, location platform",51,14,0,24,0,false,https://job-boards.greenhouse.io/radar/jobs/8163267
ashby,1,finch-legal,threshold: 5+ nyc postings,ai,agent,medium,"legal AI, case manager titles",54,14,0,24,0,false,https://jobs.ashbyhq.com/finch-legal/394cd41a-8091-4f8e-8847-a0934cd401ca
greenhouse,1,impiricus,threshold: 5+ nyc postings,software,agent,medium,pharma engagement platform,51,14,0,22,14,false,https://job-boards.greenhouse.io/impiricus/jobs/5388066008
ashby,1,topline-pro,threshold: 5+ nyc postings,software,agent,medium,home services saas,51,14,0,18,0,false,https://jobs.ashbyhq.com/topline-pro/4ccb6016-1b9d-4275-a118-db8d9075091e
greenhouse,1,unitedmasterstranslation,threshold: 5+ nyc postings,media_advertising,agent,high,"known company, UnitedMasters/Translation",51,14,1,18,0,false,https://job-boards.greenhouse.io/unitedmasterstranslation/jobs/8779317002
ashby,1,ambrook,threshold: 5+ nyc postings,fintech_finance,agent,high,"known company, farm fintech",52,14,14,17,0,false,https://jobs.ashbyhq.com/ambrook/9a7f692d-d298-465d-bc84-b902bbe981b4
lever,1,fi,threshold: 5+ nyc postings,consumer_goods,agent,high,"known company, Fi dog collar",31,14,0,16,0,false,https://jobs.lever.co/fi/d0b16625-4a09-4184-9975-9ca7b9544957
paylocity,2,Gay Men's Health Crisis Inc,threshold: 5+ nyc postings,nonprofit_social_services,agent,high,"known org, GMHC",62,14,2,16,0,false,https://recruiting.paylocity.com/recruiting/Jobs/Details/4104261
lever,1,morningbrew,threshold: 5+ nyc postings,media_advertising,agent,high,known company,51,14,0,15,1,false,https://jobs.lever.co/morningbrew/707a1207-05bb-45cc-8cc1-f6bb4d67df6f
ashby,1,n1,threshold: 5+ nyc postings,crypto,agent,medium,"N1 blockchain, rust engineers",52,14,0,15,0,false,https://jobs.ashbyhq.com/n1/7511c4e9-ac1e-476f-8d84-6055cd3d6eba
ashby,1,siro,threshold: 5+ nyc postings,software,agent,medium,AI sales coaching saas,51,14,14,14,0,false,https://jobs.ashbyhq.com/siro/fd531009-571f-4395-9c20-ff225cf962e3
ashby,1,sunset,threshold: 5+ nyc postings,software,agent,medium,startup wind-down platform,51,14,14,14,0,false,https://jobs.ashbyhq.com/sunset/2aae3beb-8e9e-4edc-b8eb-a81463bff44d
greenhouse,1,understood,threshold: 5+ nyc postings,nonprofit_social_services,agent,high,"known org, Understood.org",62,14,0,14,0,false,https://boards.greenhouse.io/understood/jobs/8734528002?gh_jid=8734528002
bamboohr,1,u1sports,threshold: 5+ nyc postings,education,agent,medium,"titles: coaches, enrichment instructors",61,14,0,14,0,false,https://u1sports.bamboohr.com/careers/30
ashby,1,august,threshold: 5+ nyc postings,ai,agent,low,"unrecognized, AI deployment titles",54,14,0,14,0,false,https://jobs.ashbyhq.com/august/5715e0be-8df5-4925-8b8c-0efa014c9b6e
greenhouse,1,msfcareers,threshold: 5+ nyc postings,nonprofit_social_services,agent,high,"known org, Doctors Without Borders",62,14,0,14,0,false,https://job-boards.greenhouse.io/msfcareers/jobs/5271141008
bamboohr,1,bricartsmedia,threshold: 5+ nyc postings,nonprofit_social_services,agent,high,"known org, BRIC arts nonprofit",62,14,0,14,0,false,https://bricartsmedia.bamboohr.com/careers/270
bamboohr,1,brooklynlaboratoryschool,threshold: 5+ nyc postings,education,agent,high,"titles: teachers, charter school",61,14,0,14,0,false,https://brooklynlaboratoryschool.bamboohr.com/careers/214
ashby,1,st-labs,threshold: 5+ nyc postings,software,agent,low,"unrecognized, generic startup titles",51,14,0,14,0,false,https://jobs.ashbyhq.com/st-labs/37b019c5-8233-42f8-bde9-fba2d322b5a1
workday,1,jj|wd5|displacedemployees,threshold: 5+ nyc postings,biotech_pharma,agent,high,"known company, Johnson & Johnson",32,13,6,2071,10,false,https://jj.wd5.myworkdayjobs.com/displacedemployees/job/New-York-New-York-United-States/Account-Executive---AHH---New-York---NY-NYP-Columbia--NY_2406221637W
greenhouse,1,purestorage,threshold: 5+ nyc postings,software,agent,medium,"known company, storage infra/hardware",51,13,7,485,12,false,https://job-boards.greenhouse.io/purestorage/jobs/8092046
workday,1,mtb|wd5|mtb,threshold: 5+ nyc postings,fintech_finance,agent,high,"known company, M&T Bank",52,13,156,438,20,false,https://mtb.wd5.myworkdayjobs.com/mtb/job/New-York-NY/Commercial-Credit-Analyst_R89616
greenhouse,1,tegnainc,threshold: 5+ nyc postings,media_advertising,agent,high,"known company, broadcaster",51,13,0,433,1,false,https://boards.greenhouse.io/tegnainc/jobs/5210800007?gh_jid=5210800007
workday,1,pwc|wd3|us_entry_level_careers,threshold: 5+ nyc postings,professional_services,agent,high,known company,54,13,8,422,0,false,https://pwc.wd3.myworkdayjobs.com/us_entry_level_careers/job/NY-New-York/New-York---Audit---Intern---Summer-2028_757446WD
ashby,1,elevenlabs,threshold: 5+ nyc postings,ai,agent,high,known company,54,13,13,322,0,false,https://jobs.ashbyhq.com/elevenlabs/b5852812-73ee-48f2-aee3-265e95056eab
workday,1,flagstar|wd5|flagstar,threshold: 5+ nyc postings,fintech_finance,agent,high,"known company, Flagstar Bank",52,13,10,235,18,false,https://flagstar.wd5.myworkdayjobs.com/flagstar/job/Brooklyn2925-Avenue-U110312/Branch-Banking---Client-Consultant-II-Licensed_20001
greenhouse,1,suitsupply,threshold: 5+ nyc postings,retail,agent,high,"known company, store titles",44,13,2,207,0,false,https://careersatsuitsupply.com/en-us/vacancies/4809614?gh_jid=4809614
greenhouse,1,dlrgroup,threshold: 5+ nyc postings,professional_services,agent,high,known architecture/engineering firm,54,13,0,197,0,false,https://job-boards.greenhouse.io/dlrgroup/jobs/4629159008
ashby,1,cohere,threshold: 5+ nyc postings,ai,agent,high,known company,54,13,13,184,0,false,https://jobs.ashbyhq.com/cohere/e912d84c-8399-422d-8a7d-918422a3e4b1
ashby,1,uipath,threshold: 5+ nyc postings,software,agent,high,known company,51,13,13,180,0,false,https://jobs.ashbyhq.com/uipath/b76c09fa-8eed-4d65-90e1-9a22f1b9daf8
greenhouse,1,edgewoodpartnersinsurancecenter,threshold: 5+ nyc postings,fintech_finance,agent,high,"known company, EPIC insurance brokers",52,13,5,168,21,false,https://job-boards.greenhouse.io/edgewoodpartnersinsurancecenter/jobs/8607156002
ashby,1,cursor,threshold: 5+ nyc postings,ai,agent,high,known company,54,13,13,140,0,false,https://jobs.ashbyhq.com/cursor/13ceadb8-638f-40c7-a59d-70dab2f4de0b
greenhouse,1,compasspathways,threshold: 5+ nyc postings,biotech_pharma,agent,high,known company,32,13,13,134,0,false,https://job-boards.eu.greenhouse.io/compasspathways/jobs/4960615101
ashby,1,jellyfishcareers,threshold: 5+ nyc postings,media_advertising,agent,high,known digital marketing agency,51,13,13,87,0,false,https://jobs.ashbyhq.com/jellyfishcareers/77a7cfb5-fa7f-46bb-81d5-bb1442da4af7
paylocity,2,Jose Andres Group,threshold: 5+ nyc postings,hospitality_food,agent,high,known restaurant group,72,13,0,78,0,false,https://recruiting.paylocity.com/recruiting/Jobs/Details/4271252
workday,1,eisneramper|wd1|eisneramperearlycareers,threshold: 5+ nyc postings,professional_services,agent,high,known accounting firm,54,13,13,78,0,false,https://eisneramper.wd1.myworkdayjobs.com/eisneramperearlycareers/job/New-York/XMLNAME-2026-Outsourcing-IT-Staff-I_Req-9328
greenhouse,1,dvtrading,threshold: 5+ nyc postings,fintech_finance,agent,high,known trading firm,52,13,17,72,0,false,https://job-boards.greenhouse.io/dvtrading/jobs/4719126005
lever,1,bisnow,threshold: 5+ nyc postings,media_advertising,agent,medium,"known CRE media, mixed titles",51,13,0,60,0,false,https://jobs.lever.co/bisnow/7a5d9699-ca1f-4271-8996-504514fe4a25
greenhouse,1,theeconomistgroup,threshold: 5+ nyc postings,media_advertising,agent,high,known company,51,13,15,58,1,false,https://job-boards.eu.greenhouse.io/theeconomistgroup/jobs/4908471101
lever,1,hhaexchange,threshold: 5+ nyc postings,software,agent,high,"known company, home care software",51,13,0,47,0,false,https://jobs.lever.co/hhaexchange/cf87fe9a-c73b-478a-9b46-4cdf8ac8154f
ashby,1,watershed,threshold: 5+ nyc postings,software,agent,high,"known company, climate saas",51,13,0,46,0,false,https://jobs.ashbyhq.com/watershed/c11056e0-8841-4b91-9f13-e1a04ad7e858
ashby,1,darkroom,threshold: 5+ nyc postings,media_advertising,agent,high,known growth marketing agency,51,13,13,34,0,false,https://jobs.ashbyhq.com/darkroom/004024e9-5bfa-4595-8e65-18b8b444434d
workday,1,lifung|wd3|funggroup,threshold: 5+ nyc postings,consumer_goods,agent,medium,"Li & Fung sourcing, merchandising",31,13,13,34,0,false,https://lifung.wd3.myworkdayjobs.com/funggroup/job/New-York/Assistant-Designer---Knitwear_V98266
greenhouse,1,melio,threshold: 5+ nyc postings,fintech_finance,agent,high,"known company, b2b payments",52,13,0,30,4,false,https://job-boards.greenhouse.io/melio/jobs/7638858003
ashby,1,orbital,threshold: 5+ nyc postings,software,agent,low,"unrecognized, sales-heavy titles",51,13,13,30,0,false,https://jobs.ashbyhq.com/orbital/d244ee6a-17bd-4041-bbfa-55f0af405930
workday,1,bullish|wd3|coindesk,threshold: 5+ nyc postings,crypto,agent,high,"known company, Bullish/CoinDesk",52,13,13,23,0,false,https://bullish.wd3.myworkdayjobs.com/coindesk/job/New-York/Compliance-Analyst_JR2001207
greenhouse,1,mossnewyorkllc,threshold: 5+ nyc postings,hospitality_food,agent,medium,"titles: bartender, cook, events",72,13,5,19,0,false,https://job-boards.greenhouse.io/mossnewyorkllc/jobs/4342440009
greenhouse,1,prosek,threshold: 5+ nyc postings,media_advertising,agent,high,known PR agency,51,13,4,18,0,false,https://job-boards.greenhouse.io/prosek/jobs/243786
ashby,1,playground,threshold: 5+ nyc postings,software,agent,medium,childcare management saas,51,13,0,17,0,false,https://jobs.ashbyhq.com/playground/0e95a819-ecd1-4c92-8a41-b30f460533be
workday,1,sterlingmets|wd5|mets,threshold: 5+ nyc postings,media_advertising,agent,high,"known company, NY Mets",51,13,0,15,0,false,https://sterlingmets.wd5.myworkdayjobs.com/mets/job/Citi-Field--Queens-New-York/Applied-AI-Engineer_R1468
ashby,1,ataraxis-ai,threshold: 5+ nyc postings,ai,agent,high,"AI precision oncology, foundation models",54,13,13,14,0,false,https://jobs.ashbyhq.com/ataraxis-ai/f70bb054-e613-473f-bd4a-3f89bf960864
ashby,1,partiful,threshold: 5+ nyc postings,software,agent,high,"known company, events app",51,13,0,14,0,false,https://jobs.ashbyhq.com/partiful/d536b74c-deb4-4559-ae29-e2aa180b12b7
greenhouse,1,fubotv,threshold: 5+ nyc postings,media_advertising,agent,high,"known company, streaming",51,13,0,14,0,false,https://careers.fubo.tv/fubotv-job-openings/?gh_jid=8141525
ashby,1,duet,threshold: 5+ nyc postings,healthcare,agent,medium,"value based care, RN titles",62,13,0,13,0,false,https://jobs.ashbyhq.com/duet/3fa5ee73-c8db-4f49-9029-5d120d7eb5b3
lever,1,riverdale,threshold: 5+ nyc postings,education,agent,high,"known company, Riverdale Country School",61,13,0,13,0,false,https://jobs.lever.co/riverdale/882341ba-ebac-4419-a2e8-e1d94d30b5d3
bamboohr,1,hudsonguild,threshold: 5+ nyc postings,nonprofit_social_services,agent,high,known settlement house,62,13,0,13,0,false,https://hudsonguild.bamboohr.com/careers/283
greenhouse,1,rtwinvestments,threshold: 5+ nyc postings,fintech_finance,agent,high,"known company, RTW asset manager",52,13,12,13,0,false,https://job-boards.greenhouse.io/rtwinvestments/jobs/5122908008
ashby,1,auctor,threshold: 5+ nyc postings,software,agent,low,"unrecognized, generic startup titles",51,13,13,13,0,false,https://jobs.ashbyhq.com/auctor/048caf77-1ca5-4193-9fa7-2af9b7f1889f
ashby,1,glimpse,threshold: 5+ nyc postings,software,agent,low,"unrecognized, generic gtm titles",51,13,0,13,0,false,https://jobs.ashbyhq.com/glimpse/b9b1b1a1-875d-4169-ad7a-b6c994135809
ashby,1,distributed-spectrum,threshold: 5+ nyc postings,government_public,agent,medium,"defense RF, army bizdev",92,13,0,13,0,false,https://jobs.ashbyhq.com/distributed-spectrum/a0a966bd-56b5-497f-9029-092071aaeb77
greenhouse,1,pursuit,threshold: 5+ nyc postings,nonprofit_social_services,agent,high,known workforce nonprofit,62,13,0,13,0,false,https://job-boards.greenhouse.io/pursuit/jobs/7927061
ashby,1,farsight,threshold: 5+ nyc postings,software,agent,low,"unrecognized, AI engineer titles",51,13,0,13,0,false,https://jobs.ashbyhq.com/farsight/820c851b-ae40-45a7-af9b-03ec087aff6c
workday,1,simonsfoundation|wd1|simonsfoundationcareers,threshold: 5+ nyc postings,nonprofit_social_services,agent,high,known foundation,62,13,0,13,0,false,https://simonsfoundation.wd1.myworkdayjobs.com/simonsfoundationcareers/job/160-Fifth-Avenue-New-York-NY/Administrative-Coordinator--CCN_R0002150
workday,1,2020companies|wd1|external_careers,threshold: 5+ nyc postings,media_advertising,agent,medium,retail marketing outsourcer,51,12,16,830,0,false,https://2020companies.wd1.myworkdayjobs.com/external_careers/job/Brooklyn-NY/Android-Sales-Manager_REQ_110010
lever,1,cscgeneration-2,threshold: 5+ nyc postings,retail,agent,high,"known company, Sur La Table",44,12,29,746,5,false,https://jobs.lever.co/cscgeneration-2/d4abe653-9f3b-46d8-ae22-302bf2480784
workday,1,shhotelsandresorts|wd12|shg,threshold: 5+ nyc postings,hospitality_food,agent,high,known hotel group,72,12,31,514,0,false,https://shhotelsandresorts.wd12.myworkdayjobs.com/shg/job/1-Hotel-Brooklyn-Bridge/Accounting-Manager_JR105596
workday,1,lifetime|wd1|lifetime,threshold: 5+ nyc postings,hospitality_food,agent,medium,"Life Time fitness clubs, closest fit",72,12,2,439,0,false,https://lifetime.wd1.myworkdayjobs.com/lifetime/job/Brooklyn-Tower/Assistant-Personal-Training-Lead_R-171031
greenhouse,1,appian,threshold: 5+ nyc postings,software,agent,high,known company,51,12,0,248,0,false,https://job-boards.greenhouse.io/appian/jobs/8127014
workday,1,fastretailing|wd3|retail_us_uniqlo,threshold: 5+ nyc postings,retail,agent,high,"known company, UNIQLO",44,12,5,143,0,false,https://fastretailing.wd3.myworkdayjobs.com/retail_us_uniqlo/job/New-York-NY/UNIQLO-Bryant-Park-on-5th-Ave-Full-time-Retail-Sales-Associate_R00000004177117
greenhouse,1,opentable,threshold: 5+ nyc postings,software,agent,high,known company,51,12,0,134,3,false,https://job-boards.greenhouse.io/opentable/jobs/8769589002
greenhouse,1,artefactlinkedin,threshold: 5+ nyc postings,professional_services,agent,high,known data consulting firm,54,12,0,125,0,false,https://job-boards.greenhouse.io/artefactlinkedin/jobs/8584085002
workday,1,univision|wd1|external,threshold: 5+ nyc postings,media_advertising,agent,high,known company,51,12,0,106,0,false,https://univision.wd1.myworkdayjobs.com/external/job/New-York-NY/Account-Coordinator_R020882
workday,1,clearchanneloutdoor|wd5|cco,threshold: 5+ nyc postings,media_advertising,agent,high,known company,51,12,0,89,0,false,https://clearchanneloutdoor.wd5.myworkdayjobs.com/cco/job/New-York-NY--200-Park-Avenue/Account-Executive_Req23477
greenhouse,1,stepstone,threshold: 5+ nyc postings,fintech_finance,agent,high,"known company, StepStone Group",52,12,14,87,0,false,https://www.stepstonegroup.com/current-opportunities/?gh_jid=8094354
